"","alpha","b_mkt","b_smb","b_hml","ivol","tvol","exret","exret_sq","Direction"
"1",4e-04,0.9282,-0.2337,-0.0669,0.007747,0.009945,0.005005,0.0003932289,"1"
"2",4e-04,0.9276,-0.2201,-0.0661,0.007783,0.009977,0.01983,0.000293985316,"1"
"3",5e-04,0.9239,-0.2423,-0.0454,0.007853,0.010012,0.017146,2.4552025e-05,"1"
"4",5e-04,0.9287,-0.2368,-0.0346,0.00781,0.010007,0.004955,0.000266505625,"1"
"5",5e-04,0.9289,-0.2375,-0.0425,0.007874,0.010052,0.016325,0.000587335225,"0"
"6",4e-04,0.9279,-0.248,0.0061,0.008023,0.010178,-0.024235,7.8287104e-05,"1"
"7",4e-04,0.9278,-0.2336,-0.0268,0.008038,0.010175,0.008848,1.936e-07,"1"
"8",4e-04,0.9275,-0.2337,-0.0184,0.008033,0.010206,0.00044,5.8186384e-05,"0"
"9",4e-04,0.9198,-0.2317,-0.0032,0.008045,0.010205,-0.007628,3.2547025e-05,"0"
"10",4e-04,0.9184,-0.2321,-0.0077,0.008051,0.010204,-0.005705,5.755201e-06,"0"
"11",4e-04,0.9181,-0.2366,0.0048,0.008047,0.010203,-0.002399,0.000108513889,"1"
"12",3e-04,0.9068,-0.253,0.0188,0.007939,0.010069,0.010417,1.5264649e-05,"0"
"13",3e-04,0.9053,-0.2567,0.0227,0.007926,0.010052,-0.003907,1.9518724e-05,"0"
"14",2e-04,0.9054,-0.2627,0.0045,0.007918,0.010035,-0.004418,6.70761e-07,"1"
"15",3e-04,0.9069,-0.2705,-0.0019,0.0079,0.010038,0.000819,5.7244356e-05,"0"
"16",2e-04,0.923,-0.2793,-0.0157,0.007881,0.010163,-0.007566,3.61e-08,"1"
"17",2e-04,0.9269,-0.2834,-0.0252,0.00787,0.010166,0.00019,1.6144324e-05,"0"
"18",2e-04,0.9266,-0.2882,-0.0281,0.007871,0.010166,-0.004018,1.5689521e-05,"0"
"19",2e-04,0.9307,-0.2883,-0.0316,0.007874,0.010202,-0.003961,8.51929e-07,"1"
"20",2e-04,0.9313,-0.2853,-0.0333,0.007874,0.010224,0.000923,4.227136e-06,"0"
"21",2e-04,0.9332,-0.2882,-0.0323,0.007875,0.010238,-0.002056,0.000141419664,"0"
"22",1e-04,0.9554,-0.2773,-0.0495,0.007908,0.010448,-0.011892,0.000771783961,"0"
"23",0,0.9346,-0.2599,-0.0381,0.008097,0.010489,-0.027781,0.000472019076,"1"
"24",1e-04,0.9346,-0.2922,-0.0235,0.00821,0.010546,0.021726,0.000152399025,"0"
"25",0,0.9207,-0.2701,-0.0311,0.008244,0.010545,-0.012345,5.968249e-06,"1"
"26",1e-04,0.9233,-0.2738,-0.0378,0.008243,0.01058,0.002443,7.049025e-06,"1"
"27",1e-04,0.9228,-0.2729,-0.0411,0.008244,0.010574,0.002655,1.752976e-06,"1"
"28",1e-04,0.9247,-0.2747,-0.0454,0.008242,0.010596,0.001324,1.136356e-06,"0"
"29",1e-04,0.924,-0.2729,-0.0361,0.00824,0.010595,-0.001066,2.89e-06,"0"
"30",1e-04,0.9237,-0.2749,-0.0355,0.008237,0.010594,-0.0017,4.5369e-08,"1"
"31",1e-04,0.9245,-0.2786,-0.0385,0.008234,0.010595,0.000213,0.000144312169,"0"
"32",0,0.9281,-0.3075,-0.0329,0.008268,0.010626,-0.012013,3.6857041e-05,"1"
"33",2e-04,0.938,-0.3004,-0.0193,0.007989,0.010468,0.006071,8.61184e-05,"1"
"34",3e-04,0.9321,-0.3042,-0.0535,0.007973,0.010394,0.00928,1.5618304e-05,"1"
"35",3e-04,0.9328,-0.2985,-0.0523,0.007972,0.010394,0.003952,9.272025e-06,"1"
"36",3e-04,0.9391,-0.2983,-0.0525,0.007954,0.010403,0.003045,2.518569e-06,"0"
"37",3e-04,0.9354,-0.2984,-0.056,0.007953,0.01033,-0.001587,5.0225569e-05,"1"
"38",3e-04,0.9337,-0.2876,-0.0563,0.007964,0.010331,0.007087,1.5023376e-05,"1"
"39",4e-04,0.9394,-0.2937,-0.0555,0.007963,0.010328,0.003876,0.000178703424,"1"
"40",4e-04,0.9436,-0.3166,-0.0128,0.00798,0.01036,0.013368,1.0010896e-05,"1"
"41",4e-04,0.941,-0.315,-0.0056,0.007978,0.01036,0.003164,3.594816e-06,"0"
"42",4e-04,0.9421,-0.3262,-0.0048,0.007972,0.010376,-0.001896,1.347921e-06,"0"
"43",4e-04,0.9405,-0.325,-0.0048,0.007971,0.010356,-0.001161,1.296e-07,"0"
"44",4e-04,0.9408,-0.3259,-0.0143,0.007968,0.010353,-0.00036,2.839225e-06,"1"
"45",4e-04,0.9401,-0.3207,0.0048,0.007949,0.010341,0.001685,1.0195249e-05,"1"
"46",4e-04,0.9412,-0.3171,0.0015,0.007939,0.010339,0.003193,5.31441e-05,"1"
"47",4e-04,0.9368,-0.3167,-0.0111,0.00793,0.010311,0.00729,5.5100929e-05,"0"
"48",4e-04,0.9367,-0.3209,-0.0081,0.007944,0.010318,-0.007423,5.4756e-06,"0"
"49",4e-04,0.9396,-0.3206,-0.0094,0.00794,0.010356,-0.00234,7.41321e-07,"1"
"50",4e-04,0.9397,-0.3172,-0.0042,0.007938,0.010359,0.000861,1.2348196e-05,"0"
"51",4e-04,0.9329,-0.3076,0.0141,0.007916,0.010332,-0.003514,2.83024e-05,"1"
"52",5e-04,0.9333,-0.3008,0.0059,0.007921,0.010337,0.00532,2.4285184e-05,"1"
"53",5e-04,0.9311,-0.2999,0.0171,0.007925,0.010337,0.004928,0.000120868036,"0"
"54",4e-04,0.9257,-0.2902,-0.0221,0.007955,0.010331,-0.010994,9.5667961e-05,"0"
"55",3e-04,0.9412,-0.3002,-0.0441,0.00793,0.010362,-0.009781,6.09961e-05,"0"
"56",3e-04,0.9467,-0.2961,-0.0731,0.007942,0.010392,-0.00781,0.000117418896,"1"
"57",4e-04,0.9493,-0.3044,-0.0709,0.007968,0.010418,0.010836,9.96004e-05,"1"
"58",4e-04,0.9379,-0.309,-0.0541,0.007959,0.010352,0.00998,5.31441e-07,"0"
"59",4e-04,0.9377,-0.308,-0.0552,0.007958,0.010351,-0.000729,0.000257763025,"1"
"60",4e-04,0.9418,-0.318,-0.0256,0.008013,0.010413,0.016055,0.000160579584,"1"
"61",5e-04,0.9446,-0.2982,-0.0288,0.008049,0.010467,0.012672,2.5150225e-05,"0"
"62",4e-04,0.9385,-0.2897,-0.0129,0.00805,0.010448,-0.005015,3.6517849e-05,"1"
"63",4e-04,0.9453,-0.2848,-0.0058,0.008041,0.010457,0.006043,5.9552089e-05,"1"
"64",4e-04,0.9455,-0.2948,0.0118,0.008053,0.010464,0.007717,1.9321e-06,"0"
"65",5e-04,0.9394,-0.2824,0.0262,0.008003,0.010428,-0.00139,0.000140256649,"1"
"66",5e-04,0.9307,-0.2821,0.028,0.00803,0.010427,0.011843,0.000190798969,"0"
"67",5e-04,0.9259,-0.2821,0.0365,0.008077,0.010442,-0.013813,1.1512449e-05,"0"
"68",5e-04,0.9223,-0.2792,0.0488,0.008081,0.010432,-0.003393,8.139609e-06,"0"
"69",4e-04,0.9253,-0.2747,0.0452,0.008074,0.010511,-0.002853,3.9526369e-05,"0"
"70",4e-04,0.929,-0.2787,0.0247,0.008066,0.010533,-0.006287,0.000723394816,"0"
"71",3e-04,0.9054,-0.2406,0.0189,0.008244,0.01052,-0.026896,4.6389721e-05,"0"
"72",3e-04,0.9053,-0.2334,0.0183,0.008252,0.010508,-0.006811,6.305121e-06,"0"
"73",3e-04,0.9089,-0.228,0.0348,0.008246,0.010506,-0.002511,1.31769e-07,"0"
"74",3e-04,0.9019,-0.221,0.035,0.008224,0.01045,-0.000363,1.6232841e-05,"1"
"75",3e-04,0.9024,-0.2212,0.0296,0.008227,0.010444,0.004029,0.000207244816,"0"
"76",3e-04,0.9033,-0.2427,0.0367,0.008275,0.010471,-0.014396,5.257849e-06,"1"
"77",3e-04,0.902,-0.2466,0.0364,0.008275,0.01045,0.002293,5.517801e-06,"0"
"78",3e-04,0.8997,-0.2324,0.0621,0.008271,0.010445,-0.002349,2.1958596e-05,"1"
"79",3e-04,0.8953,-0.2402,0.068,0.008253,0.010416,0.004686,4.66489e-05,"1"
"80",4e-04,0.8981,-0.2696,0.0326,0.008218,0.010383,0.00683,1.9492225e-05,"0"
"81",3e-04,0.8936,-0.264,0.0379,0.008219,0.010367,-0.004415,4.575321e-06,"0"
"82",4e-04,0.8932,-0.2608,0.0393,0.008213,0.010363,-0.002139,3.5129329e-05,"1"
"83",4e-04,0.8945,-0.2467,0.0456,0.008215,0.010368,0.005927,4.2341049e-05,"0"
"84",3e-04,0.8921,-0.2643,0.0253,0.008207,0.010333,-0.006507,9.024016e-06,"1"
"85",3e-04,0.8942,-0.2645,0.0224,0.008207,0.010332,0.003004,0.000106543684,"1"
"86",4e-04,0.8877,-0.2687,0.0288,0.008229,0.010332,0.010322,2.0921476e-05,"0"
"87",3e-04,0.8833,-0.2633,0.0124,0.008232,0.010321,-0.004574,2.088025e-06,"1"
"88",3e-04,0.8794,-0.2591,0.0108,0.008208,0.010284,0.001445,0.000146555236,"1"
"89",3e-04,0.8786,-0.2438,0.0077,0.008238,0.01031,0.012106,4.2159049e-05,"1"
"90",4e-04,0.8797,-0.2284,0.0116,0.008246,0.010336,0.006493,2.14369e-05,"0"
"91",3e-04,0.8774,-0.2144,0.0156,0.008249,0.010337,-0.00463,1.6e-09,"1"
"92",3e-04,0.876,-0.2137,0.0146,0.008249,0.010318,4e-05,1.2616704e-05,"0"
"93",3e-04,0.881,-0.2185,0.0188,0.00825,0.010351,-0.003552,3.03601e-05,"1"
"94",4e-04,0.8802,-0.2173,0.0098,0.008254,0.010348,0.00551,1.5116544e-05,"0"
"95",4e-04,0.8844,-0.2239,0.0127,0.008251,0.010346,-0.003888,0.0001077444,"0"
"96",3e-04,0.8883,-0.2126,0.0086,0.008277,0.010397,-0.01038,3.556996e-06,"0"
"97",1e-04,0.8798,-0.1916,0.0285,0.007717,0.00994,-0.001886,2.414916e-06,"0"
"98",1e-04,0.8759,-0.2067,0.0166,0.007696,0.009886,-0.001554,2.35225e-07,"0"
"99",1e-04,0.8764,-0.2087,0.0164,0.007696,0.009886,-0.000485,1.2938409e-05,"1"
"100",2e-04,0.8766,-0.2038,0.0174,0.007698,0.009895,0.003597,1.6072081e-05,"0"
"101",1e-04,0.8749,-0.2124,0.005,0.007689,0.009872,-0.004009,6.265009e-06,"1"
"102",1e-04,0.8767,-0.2146,0.0012,0.00769,0.009877,0.002503,2.2800625e-05,"1"
"103",1e-04,0.8781,-0.2217,4e-04,0.007696,0.009881,0.004775,4.937284e-06,"0"
"104",2e-04,0.8679,-0.2078,-0.0031,0.007686,0.009802,-0.002222,6.9696e-08,"0"
"105",1e-04,0.8635,-0.2113,-0.0079,0.007614,0.009722,-0.000264,0.001175461225,"1"
"106",3e-04,0.8623,-0.2034,-0.0179,0.007894,0.009941,0.034285,0.000515971225,"0"
"107",2e-04,0.8675,-0.2631,-0.0326,0.00802,0.009998,-0.022715,1.2475024e-05,"1"
"108",2e-04,0.8663,-0.2606,-0.0336,0.008021,0.009988,0.003532,9.381969e-06,"0"
"109",2e-04,0.8689,-0.2686,-0.0338,0.008023,0.009969,-0.003063,4.0220964e-05,"0"
"110",1e-04,0.869,-0.266,-0.0315,0.008033,0.009978,-0.006342,7.4839801e-05,"0"
"111",0,0.8811,-0.262,-0.0015,0.008029,0.010006,-0.008651,4.9e-09,"1"
"112",0,0.8797,-0.2613,-0.0019,0.008028,0.009997,7e-05,1.9079424e-05,"0"
"113",0,0.8664,-0.2575,-0.0116,0.008008,0.009902,-0.004368,0.000121771225,"0"
"114",-1e-04,0.872,-0.2537,0.0298,0.008024,0.009929,-0.011035,0.000580135396,"1"
"115",0,0.8677,-0.2106,0.0869,0.008159,0.010033,0.024086,0.000816473476,"1"
"116",2e-04,0.8976,-0.2357,0.0688,0.008282,0.010243,0.028574,0.000161188416,"1"
"117",2e-04,0.8924,-0.2347,0.0689,0.008314,0.010219,0.012696,0.0001890625,"0"
"118",1e-04,0.905,-0.2501,0.0557,0.008354,0.010194,-0.01375,1.4356521e-05,"1"
"119",1e-04,0.9069,-0.2602,0.0576,0.008211,0.010079,0.003789,2.2014864e-05,"1"
"120",1e-04,0.896,-0.2618,0.0368,0.008207,0.010014,0.004692,3.441025e-06,"0"
"121",1e-04,0.8993,-0.2615,0.0484,0.008204,0.010011,-0.001855,6.2900761e-05,"1"
"122",2e-04,0.9075,-0.28,0.0375,0.008206,0.010018,0.007931,8.6192656e-05,"0"
"123",2e-04,0.9098,-0.2742,0.0564,0.008218,0.010034,-0.009284,3.1741956e-05,"0"
"124",2e-04,0.9076,-0.2746,0.0504,0.008219,0.010023,-0.005634,3.849444e-06,"1"
"125",1e-04,0.9074,-0.2847,0.0441,0.008208,0.01001,0.001962,9.10116e-07,"0"
"126",1e-04,0.9075,-0.2837,0.0451,0.008208,0.01001,-0.000954,2.71441e-05,"1"
"127",2e-04,0.9088,-0.2807,0.0445,0.008206,0.010018,0.00521,0.0001592644,"0"
"128",1e-04,0.9018,-0.2587,0.0292,0.00823,0.010014,-0.01262,3.1449664e-05,"1"
"129",1e-04,0.8978,-0.2583,0.0402,0.008237,0.010006,0.005608,2.9246464e-05,"0"
"130",1e-04,0.8977,-0.2506,0.0516,0.008238,0.010006,-0.005408,8.31744e-07,"1"
"131",1e-04,0.8983,-0.2528,0.0537,0.008236,0.010008,0.000912,1.3010449e-05,"1"
"132",1e-04,0.896,-0.2524,0.0534,0.008238,0.009977,0.003607,8.464e-09,"0"
"133",1e-04,0.8984,-0.2515,0.0609,0.008219,0.00997,-9.2e-05,5.8140625e-05,"0"
"134",1e-04,0.8977,-0.2522,0.0317,0.008229,0.009981,-0.007625,0.000208975936,"0"
"135",1e-04,0.8886,-0.235,0.0238,0.00828,0.010001,-0.014456,0.000159794881,"0"
"136",-1e-04,0.8993,-0.2378,0.0102,0.008273,0.010058,-0.012641,2.32324e-05,"1"
"137",0,0.9027,-0.2387,0.0014,0.008278,0.010087,0.00482,6.295081e-06,"1"
"138",-1e-04,0.9017,-0.2403,-0.0043,0.008274,0.010081,0.002509,3.78225e-07,"1"
"139",-1e-04,0.9013,-0.2445,-0.0147,0.008264,0.010073,0.000615,8.1414529e-05,"1"
"140",-1e-04,0.9018,-0.2522,-0.042,0.008282,0.010092,0.009023,6.620329e-06,"0"
"141",0,0.9,-0.2536,-0.0475,0.00828,0.010081,-0.002573,4.418404e-06,"0"
"142",-1e-04,0.901,-0.2554,-0.0455,0.008279,0.010086,-0.002102,6.692569e-06,"0"
"143",-1e-04,0.9,-0.2497,-0.0423,0.008279,0.010085,-0.002587,7.2361e-06,"1"
"144",-1e-04,0.8968,-0.2487,-0.0511,0.008279,0.01008,0.00269,1.595169e-06,"0"
"145",0,0.8966,-0.2507,-0.0596,0.008273,0.010075,-0.001263,2.0830096e-05,"1"
"146",0,0.8877,-0.2454,-0.0543,0.008276,0.010113,0.004564,3.564544e-06,"0"
"147",0,0.8985,-0.2487,-0.0491,0.008262,0.010114,-0.001888,8.8003161e-05,"1"
"148",1e-04,0.9077,-0.2678,-0.0781,0.008245,0.01014,0.009381,3.701776e-06,"1"
"149",0,0.9092,-0.2747,-0.0793,0.008224,0.010144,0.001924,0.0001026169,"0"
"150",0,0.9124,-0.2868,-0.0903,0.008249,0.010166,-0.01013,1.45161e-07,"0"
"151",0,0.9137,-0.2847,-0.088,0.008245,0.010172,-0.000381,6.084e-05,"1"
"152",0,0.9193,-0.2936,-0.0965,0.008243,0.010209,0.0078,1.2334144e-05,"0"
"153",0,0.9167,-0.2952,-0.0996,0.008236,0.010191,-0.003512,8.191044e-06,"1"
"154",0,0.9164,-0.2965,-0.0989,0.008238,0.010189,0.002862,0.000180552969,"1"
"155",1e-04,0.9276,-0.3159,-0.1193,0.008258,0.010253,0.013437,4.99849e-07,"0"
"156",0,0.9347,-0.3287,-0.1355,0.008224,0.010249,-0.000707,6.7486225e-05,"0"
"157",0,0.9309,-0.3235,-0.1274,0.008238,0.010209,-0.008215,1.2341169e-05,"0"
"158",0,0.9274,-0.3235,-0.1249,0.008235,0.010196,-0.003513,1.1909401e-05,"1"
"159",0,0.9343,-0.317,-0.0995,0.008223,0.010207,0.003451,1.790244e-06,"0"
"160",1e-04,0.9331,-0.2626,-0.0555,0.008058,0.010091,-0.001338,1.09561e-05,"0"
"161",1e-04,0.9336,-0.2648,-0.0624,0.00806,0.010089,-0.00331,4.1563809e-05,"0"
"162",0,0.9329,-0.2726,-0.062,0.008063,0.010075,-0.006447,2.1566736e-05,"0"
"163",1e-04,0.9367,-0.2834,-0.0761,0.008005,0.010045,-0.004644,3.101121e-06,"0"
"164",1e-04,0.9349,-0.2831,-0.0801,0.008003,0.010034,-0.001761,9.351364e-06,"0"
"165",1e-04,0.9309,-0.2856,-0.088,0.008004,0.009976,-0.003058,9.803161e-06,"0"
"166",1e-04,0.9313,-0.2828,-0.0863,0.008006,0.009981,-0.003131,7.7176225e-05,"1"
"167",1e-04,0.9337,-0.2815,-0.0772,0.008021,0.009999,0.008785,2.643876e-06,"1"
"168",1e-04,0.9332,-0.2815,-0.0783,0.008022,0.009998,0.001626,3.8950081e-05,"1"
"169",1e-04,0.9327,-0.287,-0.079,0.00803,0.009997,0.006241,1.31044e-05,"0"
"170",0,0.9235,-0.2771,-0.0679,0.007988,0.00992,-0.00362,5.0176e-08,"0"
"171",0,0.9228,-0.2849,-0.0836,0.007974,0.009911,-0.000224,0.000106440489,"1"
"172",1e-04,0.9155,-0.2756,-0.0955,0.007997,0.009915,0.010317,0.000299739969,"1"
"173",2e-04,0.905,-0.2863,-0.1099,0.008069,0.009927,0.017313,7.0225e-06,"1"
"174",2e-04,0.9105,-0.2867,-0.1066,0.008061,0.009934,0.00265,1.3075456e-05,"0"
"175",2e-04,0.9112,-0.2932,-0.1134,0.008064,0.009937,-0.003616,1.5116544e-05,"0"
"176",2e-04,0.9105,-0.3003,-0.1303,0.008053,0.009933,-0.003888,1.2124324e-05,"0"
"177",2e-04,0.9096,-0.294,-0.1336,0.008055,0.009937,-0.003482,0.000130051216,"1"
"178",2e-04,0.9163,-0.3081,-0.1497,0.008083,0.00999,0.011404,2.2733824e-05,"0"
"179",2e-04,0.9175,-0.3026,-0.1444,0.00808,0.009991,-0.004768,1.4508481e-05,"1"
"180",2e-04,0.9287,-0.3182,-0.1641,0.008063,0.010002,0.003809,3.5724529e-05,"0"
"181",2e-04,0.9269,-0.3052,-0.1578,0.008072,0.010007,-0.005977,1.444e-05,"1"
"182",2e-04,0.9262,-0.312,-0.1638,0.008074,0.010003,0.0038,0.0005817744,"0"
"183",1e-04,0.9456,-0.3063,-0.1351,0.008209,0.010177,-0.02412,0.000181279296,"0"
"184",1e-04,0.9363,-0.2796,-0.0801,0.008249,0.010174,-0.013464,2.21841e-07,"0"
"185",1e-04,0.9351,-0.2689,-0.0562,0.008229,0.010199,-0.000471,1.520289e-06,"1"
"186",1e-04,0.9361,-0.2709,-0.0616,0.008229,0.010213,0.001233,0.000107889769,"0"
"187",1e-04,0.9434,-0.2714,-0.0422,0.00825,0.010248,-0.010387,6.92224e-05,"0"
"188",0,0.952,-0.2734,-0.0437,0.008239,0.010265,-0.00832,0.0006906384,"1"
"189",1e-04,0.9176,-0.2455,-0.0164,0.008399,0.010292,0.02628,4.0005625e-05,"1"
"190",1e-04,0.9144,-0.229,-0.0119,0.008402,0.010292,0.006325,0.000602849809,"1"
"191",2e-04,0.9401,-0.2779,-0.0678,0.008537,0.010502,0.024553,1.6641e-06,"0"
"192",2e-04,0.9408,-0.2765,-0.0676,0.008537,0.010499,-0.00129,1.39129e-07,"0"
"193",2e-04,0.9383,-0.2772,-0.07,0.008534,0.010515,-0.000373,0.000146071396,"1"
"194",2e-04,0.9639,-0.2918,-0.0865,0.008554,0.010646,0.012086,0.000150847524,"0"
"195",1e-04,0.9867,-0.287,-0.077,0.00856,0.010822,-0.012282,0.000401922304,"1"
"196",2e-04,0.9612,-0.261,-0.0359,0.008649,0.010741,0.020048,6.568969e-06,"1"
"197",2e-04,0.9542,-0.2637,-0.0376,0.008634,0.010766,0.002563,4.4515584e-05,"1"
"198",2e-04,0.9534,-0.2523,-0.0318,0.008644,0.010772,0.006672,0.000113060689,"0"
"199",2e-04,0.9658,-0.2759,0.0021,0.008663,0.010824,-0.010633,3.8651089e-05,"0"
"200",1e-04,0.964,-0.2903,-0.0146,0.008671,0.010789,-0.006217,0.000159213924,"0"
"201",1e-04,0.9411,-0.2476,0.0105,0.008688,0.01075,-0.012618,0.000464531809,"1"
"202",2e-04,0.9561,-0.2517,-0.006,0.008791,0.010905,0.021553,4.528384e-06,"0"
"203",2e-04,0.9519,-0.2492,-0.0064,0.008791,0.010957,-0.002128,3.179089e-06,"1"
"204",2e-04,0.9516,-0.2507,-0.0067,0.008791,0.010961,0.001783,1.36161e-05,"1"
"205",1e-04,0.9675,-0.2528,0.0145,0.00869,0.010953,0.00369,4.8274704e-05,"1"
"206",1e-04,0.9723,-0.2586,0.005,0.008693,0.010985,0.006948,6.395841e-06,"0"
"207",2e-04,0.9754,-0.2623,0.0074,0.008685,0.010988,-0.002529,2.9637136e-05,"0"
"208",1e-04,0.9715,-0.2771,-0.0062,0.008688,0.010987,-0.005444,9.33156e-05,"1"
"209",1e-04,0.9666,-0.2678,0.0114,0.00869,0.01096,0.00966,6.78976e-07,"1"
"210",1e-04,0.9655,-0.2714,0.016,0.008682,0.010946,0.000824,9.9225e-08,"0"
"211",2e-04,0.9623,-0.2751,0.0028,0.008672,0.010946,-0.000315,6.27264e-07,"0"
"212",2e-04,0.9647,-0.2809,0.0044,0.008663,0.010944,-0.000792,2.4649e-08,"1"
"213",2e-04,0.9649,-0.2777,0.0066,0.008662,0.010947,0.000157,2.6501904e-05,"1"
"214",2e-04,0.9681,-0.278,0.0198,0.008667,0.010964,0.005148,1.4341369e-05,"0"
"215",2e-04,0.9666,-0.2745,0.0259,0.00867,0.010959,-0.003787,0.000105575625,"0"
"216",1e-04,0.9772,-0.2815,0.0072,0.008672,0.010975,-0.010275,4.0081561e-05,"1"
"217",1e-04,0.9776,-0.283,-0.0021,0.008681,0.010961,0.006331,9.909904e-06,"1"
"218",1e-04,0.9774,-0.2838,-0.0054,0.008683,0.010963,0.003148,3.1539456e-05,"0"
"219",1e-04,0.9787,-0.2906,-0.0065,0.00869,0.010971,-0.005616,0.000109181601,"1"
"220",2e-04,0.9821,-0.3116,-0.0294,0.008711,0.010994,0.010449,5.19841e-05,"0"
"221",1e-04,0.9786,-0.3075,-0.0363,0.008717,0.010983,-0.00721,1.113025e-06,"1"
"222",2e-04,0.9809,-0.3112,-0.0447,0.008698,0.010978,0.001055,0.001797590404,"1"
"223",3e-04,0.9925,-0.3285,-0.0939,0.009094,0.01136,0.042398,0.000116661601,"0"
"224",3e-04,0.9916,-0.3115,-0.0785,0.009115,0.011371,-0.010801,1.6834609e-05,"1"
"225",4e-04,0.9856,-0.296,-0.0687,0.009073,0.011308,0.004103,7.5625e-08,"0"
"226",4e-04,0.9876,-0.2907,-0.0638,0.00907,0.011311,-0.000275,2.0376196e-05,"1"
"227",4e-04,0.9857,-0.2862,-0.0687,0.009071,0.011305,0.004514,8.281e-07,"0"
"228",4e-04,0.9853,-0.2839,-0.0651,0.009067,0.011299,-0.00091,4.2276004e-05,"1"
"229",4e-04,0.9859,-0.2876,-0.0739,0.009075,0.011311,0.006502,2.8697449e-05,"1"
"230",4e-04,0.984,-0.2995,-0.0977,0.00908,0.011314,0.005357,4.3256929e-05,"1"
"231",5e-04,0.981,-0.3029,-0.0923,0.009087,0.011312,0.006577,1.317904e-06,"1"
"232",5e-04,0.9813,-0.2978,-0.0901,0.009084,0.011316,0.001148,1.5737089e-05,"1"
"233",5e-04,0.984,-0.2939,-0.0819,0.009083,0.011321,0.003967,0.000125865961,"0"
"234",5e-04,0.9852,-0.29,-0.072,0.009078,0.01132,-0.011219,0.000203376121,"1"
"235",5e-04,0.9891,-0.2757,-0.0434,0.009115,0.011352,0.014261,1.0969344e-05,"1"
"236",5e-04,0.9772,-0.2715,-0.051,0.009093,0.011282,0.003312,5.541316e-06,"1"
"237",5e-04,0.9782,-0.2717,-0.0508,0.00908,0.011277,0.002354,2.3541904e-05,"0"
"238",5e-04,0.9849,-0.2728,-0.0414,0.009075,0.011339,-0.004852,4.549689e-06,"1"
"239",6e-04,0.9763,-0.2745,-0.0463,0.009056,0.011271,0.002133,5.61001e-07,"0"
"240",6e-04,0.9761,-0.2676,-0.0339,0.009042,0.011303,-0.000749,1.846881e-06,"0"
"241",6e-04,0.9773,-0.269,-0.035,0.00904,0.011314,-0.001359,4.31649e-07,"1"
"242",6e-04,0.9764,-0.2707,-0.0357,0.009039,0.011324,0.000657,6.561e-09,"0"
"243",5e-04,0.9778,-0.2732,-0.0343,0.009028,0.011376,-8.1e-05,2.033476e-06,"1"
"244",5e-04,0.9747,-0.2712,-0.0358,0.009026,0.011426,0.001426,2.3785129e-05,"0"
"245",6e-04,0.9733,-0.2765,-0.0354,0.009004,0.011403,-0.004877,9.3276964e-05,"1"
"246",6e-04,0.9757,-0.2592,-0.0315,0.009005,0.01142,0.009658,0.0006890625,"0"
"247",5e-04,0.9621,-0.2766,-0.1294,0.009154,0.011518,-0.02625,1.8421264e-05,"1"
"248",5e-04,0.9625,-0.2739,-0.1281,0.009153,0.011519,0.004292,8.9908324e-05,"0"
"249",5e-04,0.9628,-0.2804,-0.1275,0.009171,0.011529,-0.009482,1.077444e-06,"1"
"250",5e-04,0.9629,-0.2797,-0.1255,0.009171,0.011528,0.001038,8.35396e-07,"1"
"251",5e-04,0.9626,-0.2797,-0.1263,0.009171,0.011533,0.000914,4.309776e-06,"0"
